audio_id,domain
POD0000000600,"['Feminism', 'Psychotherapy', 'Journalism', 'Gender Studies', 'Social Justice', 'Mental Health', 'Trauma', 'Activism', 'Sexual Violence', 'Relationships']"
POD0000004237,"['Economic analysis', 'Business news', 'Financial forecasting', 'Market trends', 'Consumer behavior', 'Real estate', 'International trade', 'Employment trends', 'Government policy', 'Global economics']"
YOU0000001175,"['Medical', 'Family', 'Religion', 'Disability', 'Music', 'Parenting', 'Hope', 'Conference', 'Drug Use', 'Social Issues']"
POD0000003400,"['Investigative journalism', 'True crime', 'Sports reporting', 'Sexual assault and harassment', 'Abuse of power', 'Child abuse', 'Mental health', 'Advocacy and activism', 'Youth sports', 'Legal reform']"
YOU0000001711,"['Historical Preservation', 'Education', 'Tourism', 'Architecture', 'Local History', 'Community Development', 'Urban Planning', 'Cultural Heritage', 'Research', 'Museum Studies']"
YOU0000002447,"['Social Psychology', 'Criminal Justice', 'Neuroscience', 'Sociology', 'Political Science', 'Philosophy', 'History', 'Environmental Science', 'Economics', 'Anthropology']"
POD0000005404,"['Health and Wellness', 'Evolutionary Biology', 'Nutrition', 'Fitness', 'Anthropology', 'History', 'Gender Studies', 'Psychology', 'Cooking', 'Martial Arts']"
YOU0000004712,"['Literary Criticism', 'Pop Culture', 'Mystery', 'History', 'Media Studies', 'Cultural Studies', 'Biography', 'Film Studies', 'Sociology', 'Politics']"
YOU0000004298,"['Digital Marketing', 'Social Media Advertising', 'Advertising Strategies', 'Audience Targeting', 'Content Creation', 'Data Analysis', 'Video Production', 'Photography', 'Budget Management', 'ROI Optimization']"
YOU0000000729,"['Technology', 'Computer Tips', 'Windows Settings', 'Privacy', 'Security', 'Productivity', 'Software', 'Tutorials', 'Operating Systems', 'Internet']"
POD0000006140,"['Information Technology', 'Search Engine Optimization', 'Job Hunting', 'Cloud Computing', 'Database Management', 'Software Development', 'Business Management', 'Online Advertising', 'Data Analytics', 'Machine Learning']"
POD0000002772,"['Food and Cooking', 'Culinary Arts', 'Travel and Tourism', 'Culture and Society', 'Entertainment', 'Lifestyle', 'Personal Experience', 'Reviews and Recommendations', 'Social Media', 'Marketing and Advertising']"
POD0000004477,"['Business', 'Health', 'Technology', 'Workplace Safety', 'Manufacturing', 'Retail', 'Economy', 'Employment', 'COVID-19', 'Podcasting']"
YOU0000004435,"['Social Media Analytics', 'Technology Review', 'Data Management', 'Online Security', 'Marketing', 'Business Management', 'Training and Development', 'Social Networking', 'Content Creation', 'Productivity Tools']"
POD0000000984,"['Spirituality', 'Music', 'Religion', 'Activism', 'LGBTQ+', 'Philosophy', 'Feminism', 'Technology', 'Nature', 'Mysticism']"
POD0000003720,"['Science', 'Environment', 'Agriculture', 'History', 'Economics', 'Sustainability', 'Chemistry', 'Sanitation', 'Renewable Energy', 'Social Issues']"
YOU0000001433,"['Political commentary', 'Satire', 'News analysis', 'Social commentary', 'Humor', 'Media criticism', 'Current events', 'Opinion', 'Cultural commentary', 'Activism']"
YOU0000002237,"['Politics', 'Entertainment', 'Film', 'Humor', 'Survey Research', 'Crisis Management', 'Public Speaking', 'Faith', 'Acting', 'Wildlife Conservation']"
POD0000005332,"['Self-help', 'Motivational', 'Personal development', 'Success stories', 'Education', 'Sports', 'Business', 'Psychology', 'Technology', 'Biography']"
POD0000006445,"['Entrepreneurship', 'Investing', 'Technology', 'Business Strategy', 'Software Engineering', 'Cloud Computing', 'Data Science', 'Gambling', 'Risk Management', 'Artificial Intelligence']"
POD0000003105,"['Political journalism', 'Investigative journalism', 'Campaign finance', 'Political history', 'Biography', 'Legal analysis', 'Current events', 'Government policy', 'Political commentary', 'Media criticism']"
POD0000001272,"['Neuropsychology', 'Brain Science', 'Creativity', 'Brain Injury Rehabilitation', 'Neuroplasticity', 'Parenting', 'Positive Neuroscience', 'Artistic Process', 'Intelligence', 'Social Context']"
POD0000003804,"['Economic analysis', 'Community development', 'Business strategy', 'Market competition', 'Social justice', 'Urban planning', 'Retail industry', 'Consumer behavior', 'Political activism', 'Food access']"
YOU0000002227,"['Pop culture references', 'Conspiracy theories', 'Humor', 'Satire', 'Social commentary', 'Political commentary', 'Celebrity culture', 'Fast food culture', 'American patriotism', 'Absurdism']"
YOU0000004894,"['War and conflict', 'Human rights violations', 'International relations and diplomacy', 'Documentary filmmaking', 'Child soldiers', 'Insurgency and rebellion', 'Peace negotiations', 'African politics', 'Economic impact of conflict', 'International criminal justice']"
POD0000003560,"['Politics', 'Music', 'Youth Issues', 'Gun Violence', 'Media', 'Social Media', 'Presidential Election', 'Debates', 'Activism', 'Personal Anecdotes']"
POD0000004814,"['News', 'Politics', 'Current Events', 'Crime', 'Entertainment', 'Social Issues', 'Personal Stories', 'Interviews', 'Television', 'Health']"
YOU0000000983,"['Entertainment news', 'Theater reviews', 'Interviews', 'Music production', 'Comedy', 'Acting advice', 'Fan culture', 'Live events', 'Social media', 'Personal reflections']"
YOU0000001293,"['Historical figures', 'Entertainment industry', 'Architecture', 'Film and television production', 'Science fiction', 'Art', 'Sports broadcasting', 'Music', 'True crime', 'Civil war history']"
YOU0000002649,"['Entertainment news', 'Celebrity gossip', 'Addiction and recovery', 'Personal confession', 'Health and wellness', 'Tabloid journalism', 'Scandal reporting', 'Mental health', 'Substance abuse', 'Talk show']"
POD0000003893,"['Business and finance', 'Economics', 'Entrepreneurship', 'Global trade', 'Manufacturing', 'Retail', 'Sustainability', 'Technology', 'Travel', 'Workforce']"
YOU0000005498,"['Social Media Marketing', 'YouTube Marketing', 'Content Creation', 'Search Engine Optimization', 'Digital Marketing', 'Video Marketing', 'Audience Engagement', 'Keyword Research', 'Website Optimization', 'Online Advertising']"
YOU0000000601,"['Comedy', 'Viral videos', 'Humor', 'Entertainment', 'Social media', 'Memes', 'Internet culture', 'Pop culture', 'Music', 'Pets']"
YOU0000004010,"['Media Ethics', 'Phone Hacking Scandal', 'News Corporation', 'Journalism', 'Corporate Responsibility', 'Government Investigations', 'Media Regulation', 'Press Freedom', 'Legal Proceedings', 'Police Corruption']"
YOU0000004130,"['Entrepreneurship', 'E-commerce', 'Finance', 'Business strategy', 'Marketing', 'Mentorship', 'Scaling a business', 'Customer service', 'Investment', 'Motivation']"
POD0000001849,"['Economic policy', 'Taxation', 'Unemployment', 'Politics', 'Government', 'Business', 'Finance', 'Labor', 'Consumerism', 'Social issues']"
YOU0000002527,"['Entertainment', 'Music', 'Celebrity gossip', 'Politics', 'Parenting', 'Fashion', 'Beauty', 'Health', 'Comedy', 'Current events']"
YOU0000005546,"['Video Editing Tutorial', 'Photography Tutorial', 'Software Tutorial', 'Technology Review', 'Product Demonstration', 'Creative Design Tutorial', 'Digital Art Tutorial', 'Animation Tutorial', '3D Modeling Tutorial', 'Videography Tutorial']"
YOU0000004597,"['Technical Instructions', 'Software Tutorial', 'Report Formatting', 'Document Editing', 'Computer Skills Training', 'Office Productivity', 'Business Writing', 'Desktop Publishing', 'Technical Writing', 'Information Technology']"
POD0000000872,"['Transgender identity and experience', 'Gender and sexuality', 'Religion and spirituality', 'Memoir and personal narrative', 'Poetry and creative writing', ""Feminism and women's issues"", 'Education and academia', 'Philosophy and ethics', 'Psychology and mental health', 'Social justice and activism']"
POD0000006100,"['Machine Learning Operations', 'Deep Learning', 'AI Platforms', 'Model Training', 'Distributed Computing', 'Internal Tools', 'Software Hiring', 'GPU Clusters', 'Data Preparation', 'Hyperparameter Search']"
POD0000005372,"['Cooking', 'Grilling', 'Barbecue', 'Food', 'Recipes', 'Outdoor activities', 'Entertaining', 'Kitchen tools', 'Meat', 'Healthy eating']"
YOU0000002625,"['Computer Science', 'Artificial Intelligence', 'Machine Learning', 'Computer Graphics', 'Neural Networks', 'Image Processing', 'Data Science', 'Research and Development', 'Technology', 'Education']"
YOU0000001441,"['Comedy', 'Drug use', 'Sports', 'Family history', 'Education', 'Music', 'Alcohol consumption', 'Politics', 'French cinema', 'Trivia']"
POD0000003408,"['Food and Nutrition', 'Health and Wellness', 'Weight Loss', 'Diet and Exercise', 'Healthy Eating', 'Lifestyle', 'Self-Improvement', 'Personal Development', 'Mental Health', 'Science and Research']"
POD0000004830,"['Political campaign', 'Economic policy', 'Social issues', 'Automation and technology', 'Gun control', 'Climate change', 'Personal history', 'Comedy', 'Drug policy', 'Optimism']"
YOU0000004290,"['Social Media Marketing', 'Digital Marketing', 'Content Creation', 'Technology', 'Mobile Devices', 'Social Networking', 'Business Management', 'Online Advertising', 'Brand Management', 'Entrepreneurship']"
YOU0000003293,"['Library history', 'Manuscript preservation', 'Classical literature', 'Religious texts', 'Islamic libraries', 'Renaissance libraries', 'Public libraries', 'Academic libraries', 'Reference libraries', 'Library advocacy']"
YOU0000002519,"['Talk show', 'Entertainment news', 'Celebrity gossip', 'Fashion', 'Relationships', 'Humor', 'Pop culture', 'Personal anecdotes', 'Health and wellness', 'Business and finance']"
POD0000004501,"['Politics', 'Government', 'National Security', 'Law', 'Immigration', 'Economics', 'Sanctions', 'Border Security', 'Foreign Policy', 'Current Events']"
POD0000004277,"['Cryptocurrency', 'Finance', 'Technology', 'Social Media', 'Investment', 'Regulation', 'E-commerce', 'Marketing', 'Privacy', 'Data']"
POD0000003464,"['News', 'Politics', 'Natural Disasters', 'Sports', 'Entertainment', 'Social Issues', 'Technology', 'Regulation', 'Personal Stories', 'International Relations']"
POD0000006389,"['Technology', 'Cloud Computing', 'Data Analytics', 'Software Development', 'Podcasting', 'Business', 'Information Technology', 'Application Monitoring', 'Web Development', 'Productivity']"
YOU0000005422,"['Computer Science', 'Demoscene', 'Game Development', 'Music Production', 'Art', 'Networking', 'Multimedia', 'Animation', 'Sound Design', 'Community Building']"
YOU0000001941,"['Language Learning', 'Communication Skills', 'Listening Skills', 'Speech and Pronunciation', 'Interpersonal Communication', 'Active Listening', 'Verbal Communication', 'English Language', 'Grammar and Vocabulary', 'Business Communication']"
POD0000003712,"['Investigative journalism', 'True crime', 'Political analysis', 'Business news', 'Financial crime', 'Conspiracy theories', 'White collar crime', 'Russian politics', 'Real estate', 'Podcasts']"
YOU0000005296,"['Self-improvement', 'Weight loss', 'Motivational', 'Personal transformation', 'Health and wellness', 'Overcoming obstacles', 'Behavioral psychology', 'Intrinsic motivation', 'Accountability', 'Positive psychology']"
POD0000003065,"['Healthcare', 'Economy', 'Public Safety', 'Manufacturing', 'Pandemic', 'Government Policy', 'Information Misinformation', 'Mental Health', 'Science', 'Technology']"
POD0000001072,"['Romantic poetry', 'Intimacy and relationships', 'Love and longing', 'Personal reflection', 'Erotic literature', 'Coming of age', 'Self-discovery', 'Philosophical musings', 'Existentialism', 'Creative writing']"
POD0000003156,"['Consumer behavior and psychology', 'Marketing and advertising', 'Ethics and morality in consumerism', 'Status and power dynamics', 'Corporate social responsibility', 'Underdog narratives', 'American Dream and bootstrap mentality', 'Social status and wealth', 'Cultural differences in displaying status', 'Media and journalism']"
POD0000003680,"['Office design and architecture', 'Workplace productivity', 'Collaboration and teamwork', 'Open office spaces', 'Creativity and innovation', 'Human interaction and socialization', 'Office culture and environment', 'Management and leadership', 'Employee satisfaction and happiness', 'Advertising and marketing']"
YOU0000003557,"['Political speech', 'Hate speech', 'Violent speech', 'Conspiracy theory', 'Activism', 'Fear-mongering', 'Propaganda', 'Anti-left rhetoric', 'Threatening speech', 'Defensive speech']"
POD0000005972,"['Technology', 'Cloud Computing', 'Software Development', 'Infrastructure Management', 'Containerization', 'Business Strategy', 'Productivity', 'Database Management', 'Mobile App Development', 'Marketing']"
YOU0000005022,"['Sports and Fitness', 'Health and Medicine', 'Performance Enhancement', 'Drug Abuse and Addiction', 'Bodybuilding', 'Endocrinology', 'Gender Studies', 'Anatomy and Physiology', 'Toxicology', 'Behavioral Psychology']"
YOU0000005740,"['Gardening', 'Horticulture', 'Nature', 'Food', 'Tourism', 'Weather', 'Events', 'Interviews', 'Farming', 'Lifestyle']"
POD0000002386,"['Agriculture', 'Food safety', 'Antibiotic resistance', 'Animal welfare', 'Consumer activism', 'Public health', 'Environmental impact', 'Corporate responsibility', 'Nutrition', 'Sustainability']"
YOU0000005668,"['Neighborhood history', 'Environmental activism', 'Ethnic diversity', 'Urban politics', 'Community demographics', 'Television filming locations', 'Education statistics', 'Notable residents', 'Architecture and preservation', 'Cultural references in media']"
YOU0000000875,"['Sports biography', 'Winter sports', 'Olympic games', 'Training and fitness', 'Women in sports', 'Skiing', 'Athlete injuries and recoveries', 'Family and parenting', 'Travel and relocation', 'Education']"
POD0000004926,"['Music', 'Politics', 'Social Justice', 'Hip-Hop', 'Education', 'Addiction', 'Website Design', 'Artistic Process', 'Mental Health', 'Film Soundtracks']"
YOU0000001917,"['Art and Design', 'Drawing and Sketching', 'Still Life', 'Architecture', 'Food and Beverage', 'Interior Design', 'Entertainment', 'Crafts and Hobbies', 'Education', 'News and Current Events']"
POD0000006557,"['Cloud Computing', 'Serverless Computing', 'Data Analytics', 'Machine Learning', 'Event-Driven Architecture', 'Containerization', 'Scheduling Services', 'Software Development', 'Startup Culture', 'Advertising']"
POD0000005196,"['Comedy', 'Advertising', 'Entertainment', 'Humor', 'Marketing', 'Social Media', 'Politics', 'Media', 'Consumerism', 'Family']"
POD0000002440,"['Food and Cooking', 'Personal Journey', 'Overcoming Adversity', 'Farm-to-Table Movement', 'Chef Culture', 'Innovation in the Culinary Industry', 'Disability and Accessibility', 'Self-Discovery', 'Leadership and Management', 'Interpersonal Communication']"
POD0000003648,"['Child development', 'Gender stereotypes', 'Toy industry', 'Aggressive behavior', 'Parenting', 'Educational toys', 'Self-perception', 'Humor', 'Social norms', 'Manners']"
POD0000003384,"['Film criticism', 'Interview', 'Thriller', 'Asian-American representation', 'Fatherhood', 'Technology', 'Career advice', 'Diversity in Hollywood', 'Entertainment news', 'Racial stereotypes in media']"
POD0000003512,"['News and Politics', 'Academia and Education', 'Comedy and Entertainment', 'Social Issues and Activism', 'Journalism and Media', 'Family and Relationships', 'Marijuana and Cannabis Culture', 'Celebrity and Royal News', 'Pets and Animals', 'Lifestyle and Travel']"
YOU0000005078,"['Educational content', 'Language learning', 'Interview', 'Test preparation', 'Immigration', 'Cultural diversity', 'Product promotion', 'Career advice', 'Team management', 'Online tutorials']"
POD0000005121,"['Sports history', 'Biography', 'Boxing', 'American culture', 'Journalism', 'Mass media', 'Race relations', 'Entertainment', 'Irish-American history', 'Theatrical productions']"
YOU0000004948,"['Social media marketing', 'Video marketing', 'E-commerce', 'Customer testimonials', 'Content creation', 'Incentive marketing', 'Audience engagement', 'Discount marketing', 'Product reviews', 'Business promotion']"
POD0000004742,"['Political analysis', 'Legal analysis', 'Current events', 'News commentary', 'Government and politics', 'Media analysis', 'Opinion', 'Journalism', 'Investigative reporting', 'Historical analysis']"
YOU0000000677,"['Software Development', 'Tutorial', 'Product Demonstration', 'Instructional', 'Technology', 'Web Development', 'UI/UX Design', 'Educational', 'Demo', 'Promotional']"
POD0000003624,"['Fitness', 'Health', 'Motivational', 'Interview', 'Educational', 'Entertainment', 'Advice', 'Current Events', 'Personal Development', 'Humor']"
POD0000002256,"['Consumer behavior', 'Supply chain management', 'Panic buying', 'Retail industry', 'Emergency preparedness', 'Marketing', 'Logistics', 'Inventory management', 'Public health', 'Economics']"
YOU0000002487,"['Celebrity gossip', 'Entertainment news', 'Talk show', 'Comedy', 'Music', 'Relationships', 'Sexuality', 'Sports', 'Food', 'Fashion']"
YOU0000005006,"['Photography tutorial', 'Videography tutorial', 'Lighting tutorial', 'Portrait photography', 'DIY tutorial', 'Product review', 'Equipment tutorial', 'How-to guide', 'Online course', 'Educational content']"
YOU0000005070,"['Architecture and Urban Planning', 'Real Estate and Housing Market', 'Economics and Business', 'Luxury Fashion Industry', 'Demographics and Social Trends', 'Retail Industry', 'City Comparisons', 'Cost of Living', 'History and Culture', 'Politics and Government']"
POD0000004709,"['Political commentary', 'News analysis', 'Investigative journalism', 'Legal analysis', 'Current events', 'Government and politics', 'Media criticism', 'Interview', 'Opinion', 'Documentary']"
YOU0000001791,"['Music', 'Guitar collecting', 'Product reviews', 'Personal anecdotes', 'Financial advice', 'Alcohol tasting', 'Riff challenges', 'Band dynamics', 'Travel experiences', 'Video game commentary']"
POD0000003764,"['Economics', 'Finance', 'Government', 'Monetary policy', 'Inflation', 'Taxation', 'Education', 'Politics', 'Business', 'Labor unions']"
POD0000005260,"['Mental Health', 'Anxiety', 'Depression', 'Medications', 'Self-Care', 'Stress Management', 'Exercise', 'Culture and Society', 'Family History', 'Drug Abuse']"
YOU0000002269,"['Political satire', 'Comedy', 'Current events', 'Social commentary', 'Parody', 'Pop culture', 'Humor', 'Entertainment', 'Sarcasm', 'Irony']"
YOU0000000891,"['Travel Vlog', 'Family Vlog', 'Comedy', 'Parenting', 'Technology Review', 'Product Review', 'Tutorial', 'Entertainment', 'Food', 'Lifestyle']"
YOU0000002749,"['TV Show', 'Comedy', 'Science Fiction', 'Romance', 'Sitcom', 'Pop Culture', 'Geek Culture', 'Science', 'Nerd Culture', 'Media']"
YOU0000004138,"['Adventure', 'Revenge', 'Betrayal', 'Romance', 'Injustice', 'Friendship', 'Escape', 'Treasure Hunt', 'Redemption', 'Power Struggle']"
POD0000003424,"['Food and Cooking', 'Interview', 'Personal Story', 'Culture and Society', 'Entertainment', 'Journalism', 'Education', 'Humor', 'Politics', 'Self-Improvement']"
YOU0000000745,"['Comedy', 'Self-help', 'Motivational', 'Horror', 'Identity', 'Personal growth', 'Reflection', 'Entertainment', 'Holiday', 'Gender identity']"
YOU0000001449,"['Political commentary', 'News analysis', 'Satire', 'Investigative journalism', 'Opinion piece', 'Current events', 'Media criticism', 'Humor', 'Conspiracy theory', 'Entertainment']"
POD0000002969,"['Politics', 'Law', 'Immigration', 'Government', 'Data Collection', 'Civil Rights', 'Demographics', 'Social Justice', 'Cybersecurity', 'Community Outreach']"
YOU0000000923,"['Music', 'Songwriting', 'Production', 'Instrumental', 'Guitar playing', 'Vocal performance', 'Collaboration', 'Rock music', 'Melodic composition', 'Performance']"
POD0000002911,"['Journalism', 'Food and Cooking', 'Cultural Studies', 'Religious Studies', 'Social Justice', 'Middle Eastern Studies', 'Literary Criticism', 'Political Science', 'Memoir', 'Ethnography']"
POD0000003049,"['Race and Racism', 'Language and Linguistics', 'Education', 'Legal Issues', 'Media Studies', 'History', 'Cultural Studies', 'Social Justice', 'Pop Culture', 'Crime and Justice']"
POD0000003600,"['Workplace Romance', 'Career Advice', 'Relationships', 'Dating', 'Office Culture', 'Sexual Harassment', 'Human Resources', 'Online Dating', 'Personal Growth', 'Self-Improvement']"
POD0000004087,"['Forensic Science', 'Pop Culture', 'Crime Drama', 'Television', 'Mystery', 'Science Fiction', 'Chemistry', 'Academia', 'Analytical Science', 'Consulting']"
POD0000002045,"['Business', 'Economy', 'Employment', 'Entrepreneurship', 'Labor', 'Job Creation', 'Sharing Economy', 'Gig Economy', 'Workforce', 'Social Impact']"
YOU0000003258,"['Media criticism', 'Politics', 'Journalism', 'Social commentary', 'Current events', 'Free speech', 'Fake news', 'Cancel culture', 'Interview', 'Personal anecdotes']"
POD0000003504,"['News', 'Politics', 'Sports', 'Entertainment', 'Economics', 'Comedy', 'Interview', 'Personal Story', 'Trivia', 'Social Issues']"
YOU0000005264,"['Health and Wellness', 'Nutrition', 'Diet and Weight Loss', 'Fasting and Intermittent Fasting', 'Metabolism and Energy', 'Ketogenic Diet', 'Gut Health', 'Stress Management', 'Holistic Medicine', 'Functional Medicine']"
YOU0000004814,"['History', 'True Crime', 'Entertainment', 'Education', 'Comedy', 'Relationships', 'Social Commentary', 'Pop Culture', 'Current Events', 'Self-Help']"
POD0000001783,"['Public Health', 'Elder Care', 'Disability Rights', 'Transportation', 'Safety', 'Home Care', 'Community Support', 'Emergency Preparedness', 'Social Services', 'Advocacy']"
YOU0000004314,"['Technology', 'Live Streaming', 'Social Media', 'Product Review', 'How-to', 'Networking', 'Online Privacy', 'Wireless Technology', 'Video Production', 'Content Creation']"
YOU0000005184,"['Real Estate', 'Home Building', 'Construction', 'Architecture', 'Cost Estimation', 'Home Design', 'Housing Market', 'Property Development', 'Interior Design', 'Home Renovation']"
POD0000001823,"['Technology', 'Internet', 'Digital Divide', 'Community Outreach', 'Marketing', 'Infrastructure', 'Social Inequality', 'Public Services', 'Business', 'Politics']"
POD0000004209,"['Public speaking', 'Voice acting', 'Presentation skills', 'Podcasting', 'Entertainment', 'Comedy', 'Acting', 'Scriptwriting', 'Project management', 'Music production']"
POD0000000392,"['Food photography', 'Advertising', 'Film production', 'Cinematography', 'Marketing', 'Commercial production', 'Product promotion', 'Visual arts', 'Media production', 'Food industry']"
POD0000000848,"['Religion', 'Politics', 'History', 'Social Issues', 'Culture', 'Media', 'Education', 'Philosophy', 'Psychology', 'Current Events']"
POD0000002985,"['Sports history', 'Civil rights movement', 'Biography', 'Social justice', 'Race relations', 'Political activism', 'Religious freedom', 'Discrimination', 'Legal issues', 'Cold War politics']"
YOU0000004974,"['Emergency response', 'Intoxication', 'Medical assessment', 'Law enforcement', 'Traffic safety', 'Public safety', 'Mental health', 'Substance abuse', 'Geographic confusion', 'Vehicle safety']"
YOU0000001157,"['Feminism', 'Body Image', 'Media Criticism', 'Self-Esteem', 'Beauty Standards', 'Social Commentary', 'Humor', 'Politics', 'Fashion', 'Satire']"
POD0000005996,"['Technology', 'Business', 'Employment', 'Software Development', 'Cloud Computing', 'Data Management', 'Localization', 'Productivity', 'Finance', 'Transportation']"
POD0000004581,"['Politics', 'News', 'Current Events', 'Investigative Journalism', 'Documentary', 'Entertainment', 'Pop Culture', 'Quiz/Trivia', 'Comedy', 'Family/Parenting']"
POD0000003828,"['Crime', 'Gambling', 'Technology', 'Investigation', 'Cheating', 'International Relations', 'Law Enforcement', 'Computer Science', 'Mathematics', 'Espionage']"
POD0000006253,"['Operating Systems', 'Virtualization', 'Containerization', 'System Calls', 'Security', 'Software Engineering', 'Networking', 'Performance', 'Web Development', 'Mobile Development']"
YOU0000002391,"['Political satire', 'Comedy', 'Current events', 'Fake news', 'Parody', 'Sarcasm', 'Humor', 'Social commentary', 'Irony', 'Entertainment']"
YOU0000005474,"['Historical events', 'Politics', 'Espionage', 'Military strategy', 'International relations', 'Propaganda', 'Revolution', 'Assassination plots', 'Media criticism', 'Human rights']"
YOU0000003282,"['Political commentary', 'Conspiracy theories', 'Censorship and free speech', 'Human rights violations', 'Corporate exploitation', 'Totalitarianism', 'Social justice', 'Media bias', 'White supremacy', 'Current events']"
POD0000000023,"['Architecture', 'Engineering', 'Travel', 'Technology', 'Geography', 'History', 'Culture', 'Tourism', 'Landmarks', 'Science']"
POD0000001160,"['Spirituality', 'Religion', 'Christianity', 'Contemplation', 'Prayer', 'Ignatian Spirituality', 'Personal Growth', 'Philosophy', 'Humor', 'Community']"
POD0000006405,"['Cloud Computing', 'Distributed Systems', 'Infrastructure Management', 'Containerization', 'Multi-Cloud', 'Open Source', 'Serverless Computing', 'Edge Computing', 'Artificial Intelligence', 'Developer Community']"
YOU0000003864,"['Political commentary', 'Social commentary', 'Satire', 'Criticism', 'Debate analysis', 'Healthcare policy', 'Feminism', 'Ageism', 'Media analysis', 'Humor']"
POD0000004493,"['Economics', 'History', 'Social Justice', 'Labor Rights', 'Racism', 'Public Policy', 'Employment', 'Inequality', 'Academic Diversity', 'Feminism']"
YOU0000000121,"['Cybersecurity', 'Hacking', 'Electronics', 'Technology', 'Hardware', 'Wireless Communication', 'Passive Emissions Security Attacks', 'Open Source', 'Radio Technology', 'DIY']"
YOU0000005364,"['Personal Development', 'Travel', 'Music', 'Literature', 'Food', 'Education', 'Automotive', 'Entertainment', 'Sports', 'Technology']"
YOU0000001505,"['Fashion', 'Gratitude', 'Personal Style', 'Shopping', 'Self-esteem', 'Seasons', 'Emotional Well-being', 'Consumerism', 'Attention-seeking', 'Social Interaction']"
POD0000001591,"['Education', 'Family', 'Community Development', 'Real Estate', 'Social Services', 'Youth Development', 'Housing', 'Economic Development', 'Poverty Reduction', 'Public Policy']"
YOU0000000467,"['Digital Marketing', 'SEO', 'Content Marketing', 'Link Building', 'Search Engine Algorithms', 'Web Development', 'Online Advertising', 'Black Hat Techniques', 'Press Releases', 'Industry Directories']"
POD0000004798,"['Climate Change', 'Politics', 'Environmental Issues', 'Science', 'News', 'Education', 'Media', 'Entertainment', 'Sports', 'Technology']"
YOU0000003637,"['Political commentary', 'International relations', 'Satire', 'Humor', 'Military strategy', 'Media analysis', 'Diplomacy', 'Entertainment', 'Music', 'Pop culture']"
POD0000004357,"['Political Campaigning', 'Fundraising', 'Media Strategy', 'Election Analysis', 'Political Advertising', 'Campaign Finance', 'Voter Targeting', 'Donor Relations', 'Political Signaling', 'Media Coverage']"
POD0000004870,"['Political biography', 'Leadership', 'Democratic Party', 'Congressional politics', 'Fundraising', 'Healthcare reform', 'Women in politics', 'Team management', 'Progressive politics', 'Alliances and favors']"
YOU0000000211,"['Cooking', 'Food', 'Recipe', 'Tutorial', 'Meal Prep', 'Healthy Eating', 'Party Planning', 'Veganism', 'Vegetarianism', 'Homemade']"
YOU0000004621,"['Video game development', 'Collaboration', 'Quest design', 'Storytelling', 'Gameplay mechanics', 'Open world exploration', 'Character development', 'Project management', 'Marketing', 'Teamwork']"
YOU0000000307,"['Computer Science', 'Technology', 'Cloud Computing', 'Data Storage', 'Mathematics', 'Supercomputing', 'Programming', 'Hardware', 'Academia', 'Industry']"
POD0000001893,"['Climate Change', 'International Relations', 'Renewable Energy', 'Environmental Policy', 'Sustainability', 'Global Conferences', 'Economic Development', 'Carbon Emissions', 'Kyoto Treaty', 'Sea Level Rise']"
YOU0000004728,"['Social Media Marketing', 'Online Business', 'Community Building', 'Digital Marketing', 'Social Networking', 'Team Management', 'Customer Engagement', 'Content Creation', 'Marketing Strategy', 'Entrepreneurship']"
POD0000003877,"['Legal', 'Documentary', 'Historical', 'Copyright', 'Maritime', 'Adventure', 'Piracy', 'Underwater Filming', 'State Sovereignty', 'Property Rights']"
YOU0000001473,"['Beauty and Fashion', 'Television', 'Comedy', 'Acting', 'Sexuality', 'Entertainment', 'Drama', 'Personal Development', 'Body Image', 'Self-Expression']"
POD0000005364,"['Economics', 'Politics', 'Culture', 'Entrepreneurship', 'Film', 'Technology', 'Social Issues', 'History', 'Family', 'Literature']"
YOU0000004398,"['Digital marketing', 'Social media marketing', 'Audience analysis', 'Content creation', 'Business development', 'Market research', 'Customer profiling', 'Video production', 'Search engine optimization', 'Entrepreneurship']"
POD0000000920,"['Self-help', 'Philosophy', 'Spirituality', 'Mental health', 'Mindfulness', 'Personal growth', 'Motivational', 'Existentialism', 'New Age', 'Eastern philosophy']"
YOU0000003547,"['Political fundraising', 'Election campaign', 'Political competition', 'Political finance', 'Political strategy', 'Political support', 'Political advantage', 'Political establishment', 'Corporate influence in politics', 'Public funding of political campaigns']"
POD0000000720,"['Journalism and Media', 'Positive Psychology', 'Social Justice', 'Human Resilience', 'Hope and Optimism', 'Cultural Shift', 'Generational Change', 'Critical Thinking', 'Humanitarianism', 'Personal Growth']"
POD0000000952,"['Friendship', 'Coming of Age', 'Slice of Life', 'Intimacy', 'Self-Discovery', 'Nostalgia', 'Realism', 'Gratitude', 'Vulnerability', 'Music']"
YOU0000005692,"['Scientific Discoveries', 'Electromagnetism', 'Chemistry', 'Electricity', 'Inventions', 'Nanoscience', 'Education', 'History of Science', 'Environmental Science', 'Biography']"
YOU0000001407,"['Social Justice', 'Education', 'Politics', 'Human Rights', 'Activism', 'Immigration', 'Current Events', 'International Relations', 'Mental Health', 'Business']"
POD0000000760,"['Wildlife conservation', 'Documentary filmmaking', 'Animal-human bond', 'Exploration', 'Cultural anthropology', 'Science education', 'Environmentalism', 'Adventure travel', 'Stuttering advocacy', 'Zoology']"
